table_name,documentation
sector_wise_start_up_bihar,"Table : sector_wise_start_up_bihar
Purpose : Stores data about sector-wise start-up activities in Bihar, including SMIC approvals and seed funding details.
Column Summary:
focus_name : text : - Indicates the focus area or department responsible for the data.
state_name : text : - Name of the state (Bihar).
year : text : - Year for which the start-up data is recorded.
sector_name : text : - Name of the sector the start-up belongs to.
smic_approved : text : - Number of start-ups approved by the Start-up Monitoring and Implementation Committee (SMIC).
first_seed_funding : text : - Amount of first seed funding provided to start-ups in the sector.
second_seed_funding : text : - Amount of second seed funding provided to start-ups in the sector."
seed_analysis_report_year_wise,"Table : seed_analysis_report_year_wise
Purpose : Stores year-wise data on seed analysis in Bihar, including the number of targeted, collected, analyzed, standard, and non-standard samples.
Column Summary:
focus_area : text : - The department or area of focus for the seed analysis program.
state_name : text : - The name of the state where the seed analysis was conducted (Bihar).
product_name : text : - The name of the seed product being analyzed.
year : text : - The year in which the seed analysis was conducted.
targeted_samples : text : - The number of seed samples targeted for analysis.
collected_samples : text : - The number of seed samples actually collected for analysis.
analyzed_samples : text : - The number of seed samples that were successfully analyzed.
standard : text : - The number of seed samples that met the required quality standards.
non-standard : text : - The number of seed samples that did not meet the required quality standards."
seed_distribution_year_wise,"Table : seed_distribution_year_wise
Purpose : Stores year-wise data on seed distribution targets and achievements in Bihar for various crops.
Column Summary:
state_name : text : - Name of the state where the seed distribution occurred (Bihar).
year : text : - Year in which the seed distribution data was recorded.
focus_area : text : - Department or sector under which the data has been collected and stored.
crop_name : text : - Name of the crop for which seeds were distributed (e.g., wheat, paddy, maize).
target_in_metric_tonnes : text : - The planned or intended amount of seed distribution in metric tonnes.
achievement_in_metric_tonnes : text : - The actual amount of seed distribution achieved in metric tonnes."
seed_production_bihar_yearwise,"Table : seed_production_bihar_yearwise
Purpose : Stores year-wise data on annual seed production in Bihar from 2018-19 to 2021-22, including annual targets, stored seeds, distributed seeds, certified seeds, and seeds meeting the Manak standard.
Column Summary:
state_name : text : - Name of the state (Bihar).
focus_area : text : - Department or sector focus (Seed Production).
year : text : - Year of data collection (e.g., 2018-19, 2019-20).
annual_target_metric tonnes : text : - Annual target for seed production in metric tonnes.
stored_seeds_metric_tonnes : text : - Amount of seeds stored in metric tonnes.
distributed_seeds_metric tonnes : text : - Amount of seeds distributed in metric tonnes.
certified_seeds_metric_tonnes : text : - Amount of certified seeds produced in metric tonnes.
manak_standard : text : - Data or information related to seeds that meet the Manak standard."
service_application_details_year_wise_district_wise_block_wise,"Table : service_application_details_year_wise_district_wise_block_wise
Purpose : Stores details of service applications processed under the ""Service Plus"" platform, categorized by year, district, and block, including the number of applications received, approved (within and after timeline), rejected (within and after timeline), pending, and expired.
Column Summary:
year : text : - Year in which the service applications were processed (2019-2025).
district_name : text : - Name of the district where the service applications were processed.
block_name : text : - Name of the block where the service applications were processed.
state_name : text : - Name of the state (Bihar).
focus_area : text : - Department or sector focus of the service applications.
total_received_applications : text : - Total number of service applications received.
total_approved_applications : text : - Total number of service applications approved.
total_approved_withintimeline_applications : text : - Total number of service applications approved within the specified timeline.
total_approved_aftertimeline_applications : text : - Total number of service applications approved after the specified timeline.
total_rejected_applications : text : - Total number of service applications rejected.
total_rejected_withintimeline_applications : text : - Total number of service applications rejected within the specified timeline.
total_rejected_aftertimeline_applications : text : - Total number of service applications rejected after the specified timeline.
total_pending_applications : text : - Total number of service applications currently pending.
total_expired_applications : text : - Total number of service applications that have expired."
soil_testing_year_wise,"Table : soil_testing_year_wise
Purpose : Stores soil testing data for Bihar from 2018 to 2021, including the number of soil samples collected, tested, and soil health cards distributed each year.
Column Summary:
state_name : text : - Name of the state where soil testing is conducted (Bihar).
focus_area : text : - Department or sector focus (likely Agriculture or related).
year : text : - Year of data collection for soil testing activities.
soil_samples_collected : text : - Number of soil samples collected for testing in the given year.
soil_samples_tested : text : - Number of soil samples tested in the given year.
soil_health_cards_distributed : text : - Number of soil health cards distributed to farmers in the given year."
state_wise_district_wise_child_birth_issues,"Table : state_wise_district_wise_child_birth_issues
Purpose : Stores health and nutrition statistics for children under five years of age, and maternal healthcare data across various districts in India.
Column Summary:
id : text : - Unique identifier for the record.
district_name : text : - Name of the district.
district_lgd_code : text : -  LGD (Local Government Directory) code of the district.
state_name : text : - Name of the state.
state_lgd_code : text : - LGD (Local Government Directory) code of the state.
children_under_five_years_stunted_height_for_age : text : - Percentage of children under five years with stunted growth (height-for-age).
children_under_five_years_anaemic : text : - Percentage of children under five years who are anaemic.
children_under_five_years_stunted : text : - Percentage of children under five years who are stunted.
children_under_five_years_wasted : text : - Percentage of children under five years who are wasted.
children_under_five_years_severely_wasted : text : - Percentage of children under five years who are severely wasted.
children_under_five_years_underweight : text : - Percentage of children under five years who are underweight.
children_under_five_years_overweight : text : - Percentage of children under five years who are overweight.
mothers_with_minimum_four_antenatal_care_visits : text : - Percentage of mothers with at least four antenatal care visits.
institutional_births_in_public_facility : text : - Percentage of institutional births occurring in public facilities."
stone_kilns_district_wise,"Table : stone_kilns_district_wise
Purpose : Stores the number of stone kilns in specific districts of Bihar, focusing on data related to Mining and Geology.
Column Summary:
state_name : text : - Name of the state where the stone kilns are located.
focus_area : text : - The department or sector to which this data belongs, specifically Mining and Geology.
district_name : text : - Name of the district where the stone kilns are located.
number_of_stone_kilns : text : - Number of stone kilns present in the specified district."
students_block_wise_genderwise_class_wise_yearwise,"Table : students_block_wise_genderwise_class_wise_yearwise
Purpose : Stores student enrollment data, broken down by block, gender, class, and year, sourced from the UDISE portal for the years 2022-23 and 2023-24.
Column Summary:
state_name : text : - Name of the state.
sector_name : text : - Name of the sector (e.g., Education).
source : text : - Source of the data (UDISE portal).
focus_area : text : - Focus area or department responsible for the data.
year : text : - Academic year for the data (2022-23 or 2023-24).
district_name : text : - Name of the district.
block_name : text : - Name of the block.
school_name : text : - Name of the school.
school_type : text : - Type of school (e.g., Government, Private).
school_category : text : - Category of the school.
pre_primary_three_boys : text : - Number of male students in pre-primary class three.
pre_primary_three_girls : text : - Number of female students in pre-primary class three.
pre_primary_three_transgender : text : - Number of transgender students in pre-primary class three.
pre_primary_three_total : text : - Total number of students in pre-primary class three.
pre_primary_two_boys : text : - Number of male students in pre-primary class two.
pre_primary_two_girls : text : - Number of female students in pre-primary class two.
pre_primary_two_transgender : text : - Number of transgender students in pre-primary class two.
pre_primary_two_total : text : - Total number of students in pre-primary class two.
pre_primary_one_boys : text : - Number of male students in pre-primary class one.
pre_primary_one_girls : text : - Number of female students in pre-primary class one.
pre_primary_one_transgender : text : - Number of transgender students in pre-primary class one.
pre_primary_one_total : text : - Total number of students in pre-primary class one.
class_one_boys : text : - Number of male students in class one.
class_one_girls : text : - Number of female students in class one.
class_one_transgender : text : - Number of transgender students in class one.
class_one_total : text : - Total number of students in class one.
class_two_boys : text : - Number of male students in class two.
class_two_girls : text : - Number of female students in class two.
class_two_transgender : text : - Number of transgender students in class two.
class_two_total : text : - Total number of students in class two.
class_three_boys : text : - Number of male students in class three.
class_three_girls : text : - Number of female students in class three.
class_three_transgender : text : - Number of transgender students in class three.
class_three_total : text : - Total number of students in class three.
class_four_boys : text : - Number of male students in class four.
class_four_girls : text : - Number of female students in class four.
class_four_transgender : text : - Number of transgender students in class four.
class_four_total : text : - Total number of students in class four.
class_five_boys : text : - Number of male students in class five.
class_five_girls : text : - Number of female students in class five.
class_five_transgender : text : - Number of transgender students in class five.
class_five_total : text : - Total number of students in class five.
class_six_boys : text : - Number of male students in class six.
class_six_girls : text : - Number of female students in class six.
class_six_transgender : text : - Number of transgender students in class six.
class_six_total : text : - Total number of students in class six.
class_seven_boys : text : - Number of male students in class seven.
class_seven_girls : text : - Number of female students in class seven.
class_seven_transgender : text : - Number of transgender students in class seven.
class_seven_total : text : - Total number of students in class seven.
class_eight_boys : text : - Number of male students in class eight.
class_eight_girls : text : - Number of female students in class eight.
class_eight_transgender : text : - Number of transgender students in class eight.
class_eight_total : text : - Total number of students in class eight.
class_nine_boys : text : - Number of male students in class nine.
class_nine_girls : text : - Number of female students in class nine.
class_nine_transgender : text : - Number of transgender students in class nine.
class_nine_total : text : - Total number of students in class nine.
class_ten_boys : text : - Number of male students in class ten.
class_ten_girls : text : - Number of female students in class ten.
class_ten_transgender : text : - Number of transgender students in class ten.
class_ten_total : text : - Total number of students in class ten.
class_eleven_boys : text : - Number of male students in class eleven.
class_eleven_girls : text : - Number of female students in class eleven.
class_eleven_transgender : text : - Number of transgender students in class eleven.
class_eleven_total : text : - Total number of students in class eleven.
class_twelve_boys : text : - Number of male students in class twelve.
class_twelve_girls : text : - Number of female students in class twelve.
class_twelve_transgender : text : - Number of transgender students in class twelve.
class_twelve_total : text : - Total number of students in class twelve.
total : text : - Total number of students across all classes."
sugarcane_incentive_program_yearwise,"Table : sugarcane_incentive_program_yearwise
Purpose : Stores year-wise data from 2020 to 2024 for the sugarcane incentive program in Bihar, including program details, goals, and achievements.
Column Summary:
year : text : - Year for which the sugarcane incentive program data is recorded (2020-2024).
state_name : text : - Name of the state where the sugarcane incentive program is implemented (Bihar).
program_type : text : - Type of program under the sugarcane incentive initiative.
program_name : text : - Specific name of the program within the sugarcane incentive initiative.
unit : text : - Unit of measurement for the physical goals and material achievements.
physical_goals : text : - Targeted physical goals set for the program in the specified unit.
financial_goals_in_lakh_rupees : text : - Targeted financial goals set for the program, measured in lakh rupees.
material_achievement : text : - Actual material achievements of the program in the specified unit.
financial_achievement_in_lakh_rupees : text : - Actual financial achievements of the program, measured in lakh rupees."
total_revenue_vs_target_year_wise,"Table : total_revenue_vs_target_year_wise
Purpose : Stores the year-wise revenue targets and actual revenue collected by Bihar's Mining and Geology department from 2019-20 to 2023-24, along with the percentage achievement against the set target.
Column Summary:
state_name : text : - Name of the state (Bihar in this case).
focus_area : text : - Department or sector focus (Mining and Geology department).
year : text : - Fiscal year for which the revenue data is recorded (e.g., 2019-20).
revenue_target_in_crores_rupees : text : - Revenue target set for the year, measured in crores of Indian Rupees.
revenue_collected_in_crores_rupees : text : - Actual revenue collected during the year, measured in crores of Indian Rupees.
percentage_achievement : text : - Percentage of the revenue target that was achieved during the year."
total_students_teachers_districtwise_non_genderwise,"Table : total_students_teachers_districtwise_non_genderwise
Purpose : Stores the total number of students in each class (1-12) and the total number of teachers, aggregated by district. The data is not separated by gender.
Column Summary:
sector_name : varchar : - Name of the sector (e.g., Education Department).
focus_area : varchar : - Specific area of focus within the sector.
district_name : varchar : - Name of the district for which the data is recorded.
number_of_teachers_district_wise : varchar : - Total number of teachers in the specified district.
year : varchar : - Year for which the data is recorded.
source : varchar : - Source of the data.
state_name : varchar : - Name of the state.
class_one_students : int : - Total number of students in Class 1.
class_two_students : int : - Total number of students in Class 2.
class_three_students : int : - Total number of students in Class 3.
class_four_students : int : - Total number of students in Class 4.
class_five_students : int : - Total number of students in Class 5.
class_six_students : int : - Total number of students in Class 6.
class_seven_students : int : - Total number of students in Class 7.
class_eight_students : int : - Total number of students in Class 8.
class_nine_students : int : - Total number of students in Class 9.
class_ten_students : int : - Total number of students in Class 10.
class_eleven_students : int : - Total number of students in Class 11.
class_twelve_students : int : - Total number of students in Class 12."
tourists_place_wise_district_wise_type_wise_year_wise,"Table : tourists_place_wise_district_wise_type_wise_year_wise
Purpose : Stores annual tourism statistics for various destinations in Bihar from 2001 to 2014, categorized by tourist place, district, tourist type (domestic/foreign), and year.
Column Summary:
state_name : text : - Name of the state where the tourism data is recorded (Bihar).
focus_area : text : - The department or entity responsible for collecting and reporting the tourism data.
tourism_place : text : - Specific tourist destination or event (e.g., Patna, Gaya, Bodh Gaya, Nalanda, Shrawani Mela, Sonepur Mela, Rajgir).
district_name : text : - District in Bihar where the tourist place is located.
tourist_type : text : - Type of tourist, either ""Domestic"" or ""Foreign"".
year : text : - Year in which the tourism data was recorded (from 2001 to 2014).
number_of_tourists : text : - Number of tourists who visited the specified place in the given year."
tourists_place_wise_type_wise_year_wise_month_wise,"Table : tourists_place_wise_type_wise_year_wise_month_wise
Purpose : Stores data about the number of tourists (domestic and foreign) visiting different tourist places in various districts of Bihar, organized by year and month, from 2015 to 2024.
Column Summary:
state_name : text : - Name of the state where the tourist visit occurred (Bihar).
focus_area : text : - Indicates the department or organization responsible for collecting the data.
tourism_place : text : - Name of the tourist place visited.
district_name : text : - Name of the district in Bihar where the tourist place is located.
type_of_tourist : text : - Specifies the type of tourist, either domestic or foreign.
year : text : - The year in which the tourist visit took place.
month : text : - The month in which the tourist visit took place.
number_of_tourists : text : - The number of tourists who visited the specified place in the given month and year."
tourists_type_wise_year_wise_month_wise,"Table : tourists_type_wise_year_wise_month_wise
Purpose : Stores monthly tourism statistics for domestic and foreign tourists visiting Bihar from 2015 to 2024.
Column Summary:
state_name : text : - Name of the state (Bihar).
focus_area : text : - The department under which the data has been collected and stored.
type_of_tourist : text : - Type of tourist, either domestic or foreign.
year : text : - Year of the tourist visit (2015-2024).
month : text : - Month of the tourist visit.
number_of_tourists : text : - Number of tourists visiting in the specified month and year."
trainee_course_wise_completion_details,"Table : trainee_course_wise_completion_details
Purpose : Stores details of trainees who have completed courses at Bihar Institute of Public Administration and Rural Development (BIPARD), including induction programs for government officials, capturing information about the course, trainee demographics, and posting details.
Column Summary:
course_name : text : - Name of the course completed by the trainee.
course_start_date : text : - Start date of the course.
course_end_date : text : - End date of the course.
group_name : text : - Name of the group the trainee belongs to.
trainee_name : text : - Name of the trainee.
date_of_birth : text : - Date of birth of the trainee.
gender : text : - Gender of the trainee.
mobile_number : text : - Mobile number of the trainee.
place_of_posting : text : - Place where the trainee is currently posted.
district : text : - District where the trainee is currently posted.
designation : text : - Current job designation of the trainee.
course_duration_days : text : - Duration of the course in days.
focus_area : text : - The focus area or subject of the course.
state_name : text : - Name of the state (Bihar in this case).
education_qualification : text : - Highest educational qualification of the trainee."
training_programme_details,"Table : training_programme_details
Purpose : Stores details about various training programs, including schedules, participants, venue, and administrative information, spanning multiple years.
Column Summary:
name_of_the_training_programme : text : - Name of the training program.
training_start_date : text : - Start date of the training program.
training_end_date : text : - End date of the training program.
number_of_trainees : text : - Number of trainees participating in the program.
group_type_of_trainee : text : - Type or category of the trainee group.
training_days : text : - Number of days the training program spans.
is_trainee_residential_or_non_residential : text : - Indicates whether the training is residential or non-residential.
venue_of_training : text : - Location or venue where the training program is held.
course_coordinator_of_training_programme : text : - Name of the course coordinator for the training program.
department_of_trainees : text : - Department to which the trainees belong.
year : text : - Year in which the training program took place.
focus_area : text : - Focus area or subject of the training program.
state_name : text : - Name of the state where the training program is conducted."
types_of_milk_resource,"Table : types_of_milk_resource
Purpose : Contains information about the number of different types of milk resources (milk unions, dairy plants, artificial insemination centres, and cattle feed plants) under the Bihar State Milk Co-operative Federation Ltd.
Column Summary:
state_name : text : - Name of the state (Bihar).
focus_area : text : - The area of focus, likely related to dairy development or animal husbandry.
type_of_milk_resources : text : - Type of milk resource, e.g., milk unions, dairy plants, artificial insemination centres, cattle feed plants.
number_of_resources : text : - Number of resources of the specified type."
urban_development_schemes_and_financial_details_year_wise,"Table : urban_development_schemes_and_financial_details_year_wise
Purpose : Stores year-wise financial and key details related to various urban development schemes under the Urban Development and Housing Department in Bihar for the year 2024-25.
Column Summary:
focus_area : text : - Department or sector under which the data has been collected and stored (Urban Development and Housing Department).
state_name : text : - Name of the state (Bihar).
particulars : text : - Specific name or type of the urban development scheme or financial detail.
year : text : - Year for which the data is recorded (2024-25).
key_details : text : - Important information or specifics related to the scheme or financial aspect.
value : text : - Numerical value or data associated with the scheme or financial detail, likely in lakhs."
urban_water_supply_guidelines,"Table : urban_water_supply_guidelines
Purpose : Stores directives and guidelines for the operation, maintenance, and supervision of urban water supply projects in Bihar, including details on responsibilities, grievance redressal, maintenance protocols, and water quality checks for the year 2024-25.
Column Summary:
focus_area : text : - The department or organization responsible for the guidelines (e.g., Urban Development and Housing Department).
state_name : text : - The state to which the guidelines apply (Bihar).
year : text : - The year for which the guidelines are applicable (2024-25).
directive : text : - Specific directive or guideline related to water supply projects.
key_details : text : - Detailed information, specifications, or procedures associated with the directive."
vehicles_auctioned_district_wise,"Table : vehicles_auctioned_district_wise
Purpose : Stores data on the number of vehicles auctioned and the revenue generated from those auctions in various districts of Bihar from 2016 to 2024.
Column Summary:
state_name : text : - Name of the state where the vehicle auctions took place (Bihar).
focus_area : text : - Indicates the department or area under which the data was collected.
year : text : - Year in which the vehicles were auctioned (2016-2024).
district_name : text : - Name of the district in Bihar where the vehicle auctions took place.
number_of_auctioned_vehicles : text : - The number of vehicles auctioned in the specified district and year.
revenue_generated_from_auctioned_vehicles_in_rupees : text : - Revenue generated in Indian Rupees from the auctioned vehicles in the specified district and year."
veterinary_infrastructure_year_wise,"Table : veterinary_infrastructure_year_wise
Purpose : Stores data regarding veterinary infrastructure under the Agriculture and Allied Sectors for various years (2008-09 to 2015-16). It includes details on the number of Veterinary Hospitals, Veterinary Dispensaries, and Veterinary Institutes, along with their infrastructure values (in numbers).
Column Summary:
sector_name : varchar : - Name of the sector (Agriculture and Allied Sectors).
sector_id : varchar : - Unique identifier for the sector.
focus_area : varchar : - Sub-division or specific area within the sector.
infrastructure_name : varchar : - Name of the specific veterinary infrastructure (e.g., Veterinary Hospitals, Veterinary Dispensaries, Veterinary Institutes).
year : varchar : - Year for which the infrastructure data is recorded (e.g., 2008-09, 2015-16).
infrastructure_value : varchar : - The value or count of the specific infrastructure in numbers.
infrastructure_unit : varchar : - Unit of measurement for the infrastructure value (likely 'numbers').
source : varchar : - Source of the data (Ministry of Statistics and Programme Implementation, GOI)."
villages_tested_for_water_quality_district_wise_block_wise,"Table : villages_tested_for_water_quality_district_wise_block_wise
Purpose : Stores data on water quality testing in villages of Bihar, categorized by district and block. It includes the number and percentage of villages tested chemically and bacteriologically, both pre and post-monsoon.
Column Summary:
focus_area : text : - Indicates the department or area of focus for the data collection.
state_name : text : - Name of the state (Bihar).
block_name : text : - Name of the block where the village is located.
village_tested : text : - Number of villages tested for water quality.
village_to_be_tested : text : - Number of villages that are yet to be tested for water quality.
village_tested_chemically : text : - Number of villages tested chemically for water quality.
village_tested_chemically_percentage : text : - Percentage of villages tested chemically for water quality.
village_tested_bacteriologically_pre_monsoon : text : - Number of villages tested bacteriologically before the monsoon season.
village_tested_bacteriologically_pre_monsoon_percentage : text : - Percentage of villages tested bacteriologically before the monsoon season.
village_tested_bacteriologically_post_monsoon : text : - Number of villages tested bacteriologically after the monsoon season.
district_name : text : - Name of the district where the village is located.
tested_date : text : - Date on which the water quality testing was conducted.
tested_month : text : - Month in which the water quality testing was conducted.
tested_year : text : - Year in which the water quality testing was conducted."
water_level_in_river_stations_in_Bihar_agriculture,"Table : water_level_in_river_stations_in_Bihar_agriculture
Purpose : Stores water level data measured at various river stations in Bihar. The data represents water levels as of August 12, 2024.
Column Summary:
sector_name : varchar : - Name of the sector associated with the river station.
sector_id : varchar : - Unique identifier for the sector.
focus_area : varchar : - The area of focus or department responsible for the data (e.g., Agriculture).
station_name : varchar : - Name of the river station where the water level is measured.
level_type : varchar : - Type of water level being measured (e.g., water height).
date : varchar : - Date of the water level measurement (August 12, 2024).
station_value : decimal : - Numerical value of the water level measurement.
station_unit : varchar : - Unit of measurement for the water level (Meters).
source : varchar : - Source of the data (Water Resources Department, Government of Bihar).
Cell : varchar : - Additional cell information or comments related to the measurement."
water_quality_lab_testing_district_wise_block_wise,"Table : water_quality_lab_testing_district_wise_block_wise
Purpose : Stores data on water quality lab testing, organized by district and block, including sample submission, testing results, contamination levels, and remedial measures.
Column Summary:
district_name : text : - Name of the district where the water quality testing is conducted.
block_name : text : - Name of the block within the district where the water quality testing is conducted.
year : text : - Year in which the water quality testing was performed.
village_name : text : - Name of the village where the water sample was collected.
samples_submitted_total : text : - Total number of water samples submitted for testing.
samples_submitted_not_received : text : - Number of submitted samples that were not received by the lab.
samples_received_total : text : - Total number of water samples received for testing.
samples_received_not_tested : text : - Number of received samples that were not tested.
samples_tested_total : text : - Total number of water samples tested.
samples_tested_chemical : text : - Number of samples tested for chemical parameters.
samples_tested_bacteriological : text : - Number of samples tested for bacteriological parameters.
samples_inconclusive_results : text : - Number of samples with inconclusive test results.
contaminated_total : text : - Total number of samples found to be contaminated.
contaminated_chemical : text : - Number of samples contaminated due to chemical factors.
contaminated_bacteriological : text : - Number of samples contaminated due to bacteriological factors.
remedial_measures_total : text : - Total number of remedial measures taken.
remedial_measures_chemical : text : - Number of remedial measures taken to address chemical contamination.
remedial_measures_bacteriological : text : - Number of remedial measures taken to address bacteriological contamination.
focus_area : text : - Department or sector focus related to data collection (e.g., Public Health Engineering Department).
state_name : text : - Name of the state where the data was collected."
water_quality_testing_drinking_water_sources_wise_district_wise,"Table : water_quality_testing_drinking_water_sources_wise_district_wise
Purpose : Stores district-wise data on water quality testing of drinking water sources, including details on the number of sources tested for chemicals and bacteria, along with the percentage of sources tested.
Column Summary:
state_name : text : - Name of the state where the water quality testing is conducted.
district_name : text : - Name of the district where the water quality testing is conducted.
date : text : - Date of the water quality testing data.
block_name : text : - Name of the block where the water quality testing is conducted.
total_pws_sources : text : - Total number of PWS (Piped Water Supply) sources.
pws_sources_yet_to_be_tested : text : - Number of PWS sources that are yet to be tested.
pws_sources_tested_for_chemicals : text : - Number of PWS sources tested for chemicals.
pws_sources_tested_for_chemicals_percentage : text : - Percentage of PWS sources tested for chemicals.
pws_sources_tested_for_bacteria_premonsoon : text : - Number of PWS sources tested for bacteria before monsoon.
pws_sources_tested_for_bacteria _premonsoon_percentage : text : - Percentage of PWS sources tested for bacteria before monsoon.
pws_sources_tested_for_bacteria_postmonsoon : text : - Number of PWS sources tested for bacteria after monsoon.
pws_sources_tested_for_bacteria_postmonsoon_percentage : text : - Percentage of PWS sources tested for bacteria after monsoon.
total_drinking_water_sources : text : - Total number of drinking water sources.
drinking_water_sources_yet_to_be_tested : text : - Number of drinking water sources that are yet to be tested.
drinking_water_sources_tested_for_chemicals : text : - Number of drinking water sources tested for chemicals.
drinking_water_sources_tested_for_chemicals_percentage : text : - Percentage of drinking water sources tested for chemicals.
drinking_water_sources_bacteria_test_premonsoon : text : - Number of drinking water sources tested for bacteria before monsoon.
drinking_water_sources_bacteria_test_premonsoon.1 : text : -  Likely a duplicate or misnamed column, intended to be percentage of drinking water sources tested for bacteria before monsoon.
drinking_water_sources_bacteria_test_postmonsoon : text : - Number of drinking water sources tested for bacteria after monsoon.
drinking_water_sources_bacteria_test_postmonsoon_percentage : text : - Percentage of drinking water sources tested for bacteria after monsoon.
total_number_of_sources : text : - Total number of water sources.
total_sources_to_be_tested : text : - Total number of water sources yet to be tested.
sources_tested_for_chemicals : text : - Number of water sources tested for chemicals.
sources_tested_for_chemicals_percentage : text : - Percentage of water sources tested for chemicals.
sources_tested_for_bacteria_premonsoon : text : - Number of water sources tested for bacteria before monsoon.
sources_tested_for_bacteria_premonsoon_percentage : text : - Percentage of water sources tested for bacteria before monsoon.
sources_tested_for_bacteria_postmonsoon : text : - Number of water sources tested for bacteria after monsoon.
sources_tested_for_bacteria_postmonsoon_percentage : text : - Percentage of water sources tested for bacteria after monsoon.
focus_area : text : - Department or sector focus.
year : text : - Year of the water quality testing data."
wetlands_in_bihar_district_wise_year_wise,"Table : wetlands_in_bihar_district_wise_year_wise
Purpose : Stores data about wetlands in Bihar, organized by district and year, including the wetland's name, location coordinates, and area.
Column Summary:
focus_area : text : - The department or organization responsible for collecting and reporting the wetland data.
state_name : text : - The name of the state where the wetlands are located (Bihar).
year : text : - The year the data was collected or is applicable to (2024-25).
wetland_name : text : - The name of the specific wetland.
district_name : text : - The name of the district in Bihar where the wetland is located.
latitude : text : - The latitude coordinate of the wetland's location.
longitude : text : - The longitude coordinate of the wetland's location.
total_area_in_hectare : text : - The total area of the wetland measured in hectares."
year_wise_bihar_sports_culture_archaeology_schemes_details,"Table : year_wise_bihar_sports_culture_archaeology_schemes_details
Purpose : Stores details about various schemes related to sports, culture, and archaeology in Bihar for the financial year 2024-25.
Column Summary:
focus_area : text : - The department or area of focus for the scheme (e.g., Sports, Culture, Archaeology).
state_name : text : - Name of the state where the scheme is implemented (Bihar).
year : text : - The financial year for which the scheme details are recorded (e.g., 2024-25).
activity_name : text : - Name of the specific scheme or activity.
activity_description : text : - A description of the scheme's objectives and details."
year_wise_block_wise_weather_data,"Table : year_wise_block_wise_weather_data
Purpose : Stores weather data for districts and blocks in Bihar from May 2023 to September 2024, including rainfall, temperature, humidity, and wind speed.
Column Summary:
month : text : - Month for which the weather data is recorded.
year : text : - Year for which the weather data is recorded.
district_name : text : - Name of the district in Bihar.
block_name : text : - Name of the block within the district.
rainfall_in_millimeter : text : - Amount of rainfall recorded in millimeters.
maximum_temperature_recorded_in_celsius : text : - Maximum temperature recorded in Celsius.
minimum_temperature_recorded_in_celsius : text : - Minimum temperature recorded in Celsius.
minimum_relative_humidity_in_percentage : text : - Minimum relative humidity recorded in percentage.
average_relative_humidity_in_percentage : text : - Average relative humidity recorded in percentage.
maximum_wind_speed_in_meter_per_second : text : - Maximum wind speed recorded in meters per second.
state_name : text : - Name of the state (Bihar in this case).
focus_area : text : - The department or organization responsible for data collection (Mausam Kendra)."
year_wise_district_wise_block_wise_cold_wave_details,"Table : year_wise_district_wise_block_wise_cold_wave_details
Purpose : Stores cold wave response data for all blocks of Bihar, including information on bonfire setups, wood requirements, affected individuals, expenditures, night shelter establishments and usage, and blanket distribution.
Column Summary:
state_name : text : - Name of the state (Bihar).
focus_area : text : - The department or agency responsible for collecting the data.
year : text : - Year in which the cold wave response data was collected.
district_name : text : - Name of the district where the cold wave response was implemented.
block_name : text : - Name of the block within the district.
number_of_bonfire_place : text : - Number of bonfire places established in the block.
weight_of_wood_required_in_kg : text : - Weight of wood required for bonfires in kilograms.
number_of_affected_person : text : - Number of people affected by the cold wave in the block.
total_amount_spent_in_rupee : text : - Total amount of money spent on cold wave relief efforts in Indian Rupees.
number_of_night_shelter_established : text : - Number of night shelters established in the block.
total_number_of_night_shelter_required : text : - The total number of night shelters required in the block.
number_of_person_in_night_shelter : text : - Number of people using night shelters in the block.
capacity_of_night_shelter : text : - Total capacity of the night shelters in the block.
number_of_blankets_distributed : text : - Number of blankets distributed to affected people in the block."
year_wise_district_wise_covid_payment,"Table : year_wise_district_wise_covid_payment
Purpose : Stores data about COVID-19 relief payments distributed across districts of Bihar, detailing the number of people who received ₹4 lakh and ₹50,000 financial assistance each year.
Column Summary:
state : text : - Name of the state (Bihar).
focus_area : text : - Indicates the department or area responsible for the data (e.g., Disaster Management, Health).
year : text : - Year in which the COVID-19 relief payment was disbursed.
district_name : text : - Name of the district where the relief payment was distributed.
number_of_person_alloted_four_lakhs_rupees : text : - Number of people in the district who received ₹4 lakh in COVID-19 relief.
number_of_person_alloted_fifty_thousand_rupees : text : - Number of people in the district who received ₹50,000 in COVID-19 relief."
year_wise_district_wise_ejanani_beneficiaries,"Table : year_wise_district_wise_ejanani_beneficiaries
Purpose : Stores data on e-Janani beneficiaries in Bihar, providing details on payments made to mothers for institutional delivery and complete immunization under the Mukhyamantri Kanya Utthan Yojna, broken down by year, district, block, and panchayat.
Column Summary:
state_name : text : - Name of the state (Bihar).
focus_area : text : - Department or sector under which the data has been collected and stored (e.g., Health, Social Welfare).
district_name : text : - Name of the district in Bihar.
block_name : text : - Name of the block within the district.
panchayat_name : text : - Name of the panchayat within the block.
gender : text : - Gender of the beneficiary (all Female).
category_type : text : - Caste category of the beneficiary (e.g., General, BC, EBC, SC, ST, OBC).
total_amount : text : - Total amount disbursed to the beneficiary.
year : text : - Year in which the payment was made."
