table_name,column_name,position,column_type,nullable
district_wise_school_special_facilities,focus_area,2,text,YES
district_wise_school_special_facilities,year,3,text,YES
district_wise_school_special_facilities,state_name,4,text,YES
district_wise_school_special_facilities,district_name,5,text,YES
district_wise_school_special_facilities,block_name,6,text,YES
district_wise_school_special_facilities,number_of_school_having_children_with_special_need,7,text,YES
district_wise_school_special_facilities,number_of_school_not_having_children_with_special_need,8,text,YES
district_wise_school_special_facilities,number_of_school_having_shift_school,9,text,YES
district_wise_school_special_facilities,number_of_school_not_having_shift_school,10,text,YES
district_wise_school_special_facilities,number_of_non_residential_school,11,text,YES
district_wise_school_special_facilities,number_of_partially_residential_school,12,text,YES
district_wise_school_special_facilities,number_of_completely_residential_school,13,text,YES
district_wise_school_streams,sector_name,1,text,YES
district_wise_school_streams,focus_area,2,text,YES
district_wise_school_streams,year,3,text,YES
district_wise_school_streams,state_name,4,text,YES
district_wise_school_streams,district_name,5,text,YES
district_wise_school_streams,block_name,6,text,YES
district_wise_school_streams,number_of_school_having_arts_stream,7,text,YES
district_wise_school_streams,number_of_school_not_having_arts_stream,8,text,YES
district_wise_school_streams,number_of_school_having_science_stream,9,text,YES
district_wise_school_streams,number_of_school_not_having_science_stream,10,text,YES
district_wise_school_streams,number_of_school_having_commerce_stream,11,text,YES
district_wise_school_streams,number_of_school_not_having_commerce_stream,12,text,YES
district_wise_school_streams,number_of_school_having_vocational_stream,13,text,YES
district_wise_school_streams,number_of_school_not_having_vocational_stream,14,text,YES
district_wise_school_streams,number_of_school_having_other_streams,15,text,YES
district_wise_school_streams,number_of_school_not_having_other_streams,16,text,YES
district_wise_school_type,sector_name,1,text,YES
district_wise_school_type,focus_area,2,text,YES
district_wise_school_type,year,3,text,YES
district_wise_school_type,state_name,4,text,YES
district_wise_school_type,district_name,5,text,YES
district_wise_school_type,block_name,6,text,YES
district_wise_school_type,number_of_co_educational_school,7,text,YES
district_wise_school_type,number_of_girls_school,8,text,YES
district_wise_school_type,number_of_boys_school,9,text,YES
district_wise_sown_area,id,1,text,YES
district_wise_sown_area,district_name,2,text,YES
district_wise_sown_area,district_lgd_code,3,text,YES
district_wise_sown_area,state_name,4,text,YES
district_wise_sown_area,state_lgd_code,5,text,YES
district_wise_sown_area,net_sown_area_as_percentage_of_total_geographical_area,6,text,YES
district_wise_sown_area,area_insured_as_percentage_of_net_sown_area,7,text,YES
district_wise_start_up_bihar,focus_area,1,text,YES
district_wise_start_up_bihar,state_name,2,text,YES
district_wise_start_up_bihar,year,3,text,YES
district_wise_start_up_bihar,district_name,4,text,YES
district_wise_start_up_bihar,smic_approved,5,text,YES
district_wise_start_up_bihar,first_seed_funding,6,text,YES
district_wise_start_up_bihar,second_seed_funding,7,text,YES
district_wise_student_dropout,id,1,text,YES
district_wise_student_dropout,district_name,2,text,YES
district_wise_student_dropout,district_lgd_code,3,text,YES
district_wise_student_dropout,state_name,4,text,YES
district_wise_student_dropout,state_lgd_code,5,text,YES
district_wise_student_dropout,primary_dropout_rate_girls,6,text,YES
district_wise_student_dropout,primary_dropout_rate_boys,7,text,YES
district_wise_student_dropout,upper_primary_dropout_rate_girls,8,text,YES
district_wise_student_dropout,upper_primary_dropout_rate_boys,9,text,YES
district_wise_student_dropout,secondary_dropout_rate_girls,10,text,YES
district_wise_student_dropout,secondary_dropout_rate_boys,11,text,YES
district_wise_subject_proficiency,id,1,text,YES
district_wise_subject_proficiency,district_name,2,text,YES
district_wise_subject_proficiency,district_lgd_code,3,text,YES
district_wise_subject_proficiency,state_name,4,text,YES
district_wise_subject_proficiency,state_lgd_code,5,text,YES
district_wise_subject_proficiency,proficiency_basic_and_below_basic_language_class_three,6,text,YES
district_wise_subject_proficiency,proficiency_basic_and_below_basic_mathematics_class_three,7,text,YES
district_wise_subject_proficiency,proficiency_basic_and_below_basic_evs_class_three,8,text,YES
district_wise_subject_proficiency,proficiency_basic_and_below_basic_language_class_five,9,text,YES
district_wise_subject_proficiency,proficiency_basic_and_below_basic_mathematics_class_five,10,text,YES
district_wise_subject_proficiency,proficiency_basic_and_below_basic_evs_class_five,11,text,YES
district_wise_subject_proficiency,proficiency_basic_and_below_basic_language_class_eight,12,text,YES
district_wise_subject_proficiency,proficiency_basic_and_below_basic_science_class_eight,13,text,YES
district_wise_subject_proficiency,proficiency_basic_and_below_basic_mathematics_class_eight,14,text,YES
district_wise_subject_proficiency,proficiency_basic_and_below_basic_social_science_class_eight,15,text,YES
district_wise_type_of_school_management,sector_name,1,text,YES
district_wise_type_of_school_management,focus_area,2,text,YES
district_wise_type_of_school_management,year,3,text,YES
district_wise_type_of_school_management,state_name,4,text,YES
district_wise_type_of_school_management,district_name,5,text,YES
district_wise_type_of_school_management,block_name,6,text,YES
district_wise_type_of_school_management,department_of_education,7,text,YES
district_wise_type_of_school_management,private_unaided_recognized,8,text,YES
district_wise_type_of_school_management,school_college_affiliated,9,text,YES
district_wise_type_of_school_management,unrecognized,10,text,YES
district_wise_type_of_school_management,constituent_college,11,text,YES
district_wise_type_of_school_management,local_body,12,text,YES
district_wise_type_of_school_management,buniyadi_school,13,text,YES
district_wise_type_of_school_management,recognized_aided_sanskrit_school,14,text,YES
district_wise_type_of_school_management,madrasa_unaided_recognized,15,text,YES
district_wise_type_of_school_management,project_girls_high_school,16,text,YES
district_wise_type_of_school_management,rajkiya_high_school,17,text,YES
district_wise_type_of_school_management,madarsa_unrecognized,18,text,YES
district_wise_type_of_school_management,social_welfare_department,19,text,YES
district_wise_type_of_school_management,madrasa_aided_recognized,20,text,YES
district_wise_type_of_school_management,recognized_government_unaided_sanskrit_school,21,text,YES
district_wise_type_of_school_management,tribal_welfare_department,22,text,YES
district_wise_type_of_school_management,sainik_school,23,text,YES
district_wise_type_of_school_management,railway_school,24,text,YES
district_wise_type_of_school_management,partially_govt_aided,25,text,YES
divorced_left_out_womens_minority_welfare_district_year_wise,state_name,1,text,YES
divorced_left_out_womens_minority_welfare_district_year_wise,scheme_name,2,text,YES
divorced_left_out_womens_minority_welfare_district_year_wise,district_name,3,text,YES
divorced_left_out_womens_minority_welfare_district_year_wise,block_name,4,text,YES
divorced_left_out_womens_minority_welfare_district_year_wise,panchayat_name,5,text,YES
divorced_left_out_womens_minority_welfare_district_year_wise,year,6,text,YES
divorced_left_out_womens_minority_welfare_district_year_wise,number_of_beneficiaries,7,bigint,NO
divorced_left_out_womens_minority_welfare_district_year_wise,total_amount_in_rupee,8,double,YES
drone_arrests_and_seizures_district_wise_year_wise,state_name,1,text,YES
drone_arrests_and_seizures_district_wise_year_wise,focus_area,2,text,YES
drone_arrests_and_seizures_district_wise_year_wise,year,3,text,YES
drone_arrests_and_seizures_district_wise_year_wise,type_of_raid,4,text,YES
drone_arrests_and_seizures_district_wise_year_wise,district_name,5,text,YES
drone_arrests_and_seizures_district_wise_year_wise,total_raids_conducted,6,text,YES
drone_arrests_and_seizures_district_wise_year_wise,total_cases_registered,7,text,YES
drone_arrests_and_seizures_district_wise_year_wise,total_arrested_people,8,text,YES
drone_arrests_and_seizures_district_wise_year_wise,total_people_taken_for_custody,9,text,YES
drone_arrests_and_seizures_district_wise_year_wise,seized_illegal_country_made_liquor_in_litres,10,text,YES
drone_arrests_and_seizures_district_wise_year_wise,seized_illegal_foreign_made_liquor_in_litres,11,text,YES
drone_arrests_and_seizures_district_wise_year_wise,seized_illegal_total_liquor_in_litres,12,text,YES
drone_arrests_and_seizures_district_wise_year_wise,seized_java_jaggery_solution_and_other_items_in_kgs,13,text,YES
drone_arrests_and_seizures_district_wise_year_wise,seized_two_wheeler_vehicles,14,text,YES
drone_arrests_and_seizures_district_wise_year_wise,seized_three_wheeler_vehicles,15,text,YES
drone_arrests_and_seizures_district_wise_year_wise,seized_four_wheeler_vehicles,16,text,YES
drone_arrests_and_seizures_district_wise_year_wise,seized_trucks,17,text,YES
drone_arrests_and_seizures_district_wise_year_wise,total_seized_vehicles,18,text,YES
educational_schemes_under_udise_year_wise,focus_area,1,text,YES
educational_schemes_under_udise_year_wise,state_name,2,text,YES
educational_schemes_under_udise_year_wise,scheme_name,3,text,YES
educational_schemes_under_udise_year_wise,year,4,text,YES
educational_schemes_under_udise_year_wise,total_beneficiary_count,5,text,YES
educational_schemes_under_udise_year_wise,total_transferred_amount_in_rupees,6,text,YES
educational_schemes_under_udise_year_wise,successful_beneficiary_count,7,text,YES
educational_schemes_under_udise_year_wise,successful_transferred_amount_in_rupees,8,text,YES
educational_schemes_under_udise_year_wise,refunded_beneficiary_count,9,text,YES
educational_schemes_under_udise_year_wise,refunded_amount_in_rupees,10,text,YES
elabharthi_beneficiaries_scheme_wise,pension_scheme,1,text,YES
elabharthi_beneficiaries_scheme_wise,total_beneficiaries,2,text,YES
elabharthi_beneficiaries_scheme_wise,total_amount_in_rupee,3,text,YES
elabharthi_beneficiaries_scheme_wise,focus_area,4,text,YES
elabharthi_beneficiaries_scheme_wise,state_name,5,text,YES
elabharthi_pension_beneficiaries_category_wise,category_name,1,text,YES
elabharthi_pension_beneficiaries_category_wise,total_beneficiaries,2,text,YES
elabharthi_pension_beneficiaries_category_wise,total_amount_in_rupees,3,text,YES
elabharthi_pension_beneficiaries_category_wise,state_name,4,text,YES
elabharthi_pension_beneficiaries_category_wise,focus_area,5,text,YES
electricity_board_financial_performance_transaction_year_wise,focus_area,1,text,YES
electricity_board_financial_performance_transaction_year_wise,state_name,2,text,YES
electricity_board_financial_performance_transaction_year_wise,transaction_type,3,text,YES
electricity_board_financial_performance_transaction_year_wise,particulars,4,text,YES
electricity_board_financial_performance_transaction_year_wise,year,5,text,YES
electricity_board_financial_performance_transaction_year_wise,rupees_in_crore,6,text,YES
engineering_college_students_district_branch_year_wise,state_name,1,text,YES
engineering_college_students_district_branch_year_wise,focus_area,2,text,YES
engineering_college_students_district_branch_year_wise,year,3,text,YES
engineering_college_students_district_branch_year_wise,college_name,4,text,YES
engineering_college_students_district_branch_year_wise,district_name,5,text,YES
engineering_college_students_district_branch_year_wise,branch_name,6,text,YES
engineering_college_students_district_branch_year_wise,admissions_via_regular_entry,7,text,YES
engineering_college_students_district_branch_year_wise,admissions_via_lateral_entry,8,text,YES
engineering_polytechnic_faculty_strength_post_wise_branch_wise,focus_area,1,text,YES
engineering_polytechnic_faculty_strength_post_wise_branch_wise,state_name,2,text,YES
engineering_polytechnic_faculty_strength_post_wise_branch_wise,year,3,text,YES
engineering_polytechnic_faculty_strength_post_wise_branch_wise,education_type,4,text,YES
engineering_polytechnic_faculty_strength_post_wise_branch_wise,post_name,5,text,YES
engineering_polytechnic_faculty_strength_post_wise_branch_wise,branch_name,6,text,YES
engineering_polytechnic_faculty_strength_post_wise_branch_wise,strength,7,text,YES
enrollment_of_students_category_wise_year_wise,year,1,text,YES
enrollment_of_students_category_wise_year_wise,state_name,2,text,YES
enrollment_of_students_category_wise_year_wise,focus_area,3,text,YES
enrollment_of_students_category_wise_year_wise,district_name,4,text,YES
enrollment_of_students_category_wise_year_wise,block_name,5,text,YES
enrollment_of_students_category_wise_year_wise,school_name,6,text,YES
enrollment_of_students_category_wise_year_wise,school_management,7,text,YES
enrollment_of_students_category_wise_year_wise,social_category,8,text,YES
enrollment_of_students_category_wise_year_wise,pre_primary_three_boys,9,text,YES
enrollment_of_students_category_wise_year_wise,pre_primary_three_girls,10,text,YES
enrollment_of_students_category_wise_year_wise,pre_primary_two_boys,11,text,YES
enrollment_of_students_category_wise_year_wise,pre_primary_two_girls,12,text,YES
enrollment_of_students_category_wise_year_wise,pre_primary_one_boys,13,text,YES
enrollment_of_students_category_wise_year_wise,class_one_boys,14,text,YES
enrollment_of_students_category_wise_year_wise,class_one_girls,15,text,YES
enrollment_of_students_category_wise_year_wise,class_two_boys,16,text,YES
enrollment_of_students_category_wise_year_wise,class_two_girls,17,text,YES
enrollment_of_students_category_wise_year_wise,class_three_boys,18,text,YES
enrollment_of_students_category_wise_year_wise,class_three_girls,19,text,YES
enrollment_of_students_category_wise_year_wise,class_four_boys,20,text,YES
enrollment_of_students_category_wise_year_wise,class_four_girls,21,text,YES
enrollment_of_students_category_wise_year_wise,class_five_boys,22,text,YES
enrollment_of_students_category_wise_year_wise,class_five_girls,23,text,YES
enrollment_of_students_category_wise_year_wise,class_six_boys,24,text,YES
enrollment_of_students_category_wise_year_wise,class_six_girls,25,text,YES
enrollment_of_students_category_wise_year_wise,class_seven_boys,26,text,YES
enrollment_of_students_category_wise_year_wise,class_seven_girls,27,text,YES
enrollment_of_students_category_wise_year_wise,class_eight_boys,28,text,YES
enrollment_of_students_category_wise_year_wise,class_eight_girls,29,text,YES
enrollment_of_students_category_wise_year_wise,class_nine_boys,30,text,YES
enrollment_of_students_category_wise_year_wise,class_nine_girls,31,text,YES
enrollment_of_students_category_wise_year_wise,class_ten_boys,32,text,YES
enrollment_of_students_category_wise_year_wise,class_ten_girls,33,text,YES
enrollment_of_students_category_wise_year_wise,class_eleven_boys,34,text,YES
enrollment_of_students_category_wise_year_wise,class_eleven_girls,35,text,YES
enrollment_of_students_category_wise_year_wise,class_twelve_boys,36,text,YES
enrollment_of_students_category_wise_year_wise,class_twelve_girls,37,text,YES
ethanol_sugar_molasses_production_from_sugar_mills_bihar,short_name_of_the_sugar_mills,1,text,YES
ethanol_sugar_molasses_production_from_sugar_mills_bihar,crushing_capacity_in_tonnes_of_cane_per_day,2,text,YES
ethanol_sugar_molasses_production_from_sugar_mills_bihar,net_cane_received_in_lakh_quintals,3,text,YES
ethanol_sugar_molasses_production_from_sugar_mills_bihar,cane_crushed_in_lakh_quintals,4,text,YES
ethanol_sugar_molasses_production_from_sugar_mills_bihar,sugar_produced_in_lakh_quintals,5,text,YES
ethanol_sugar_molasses_production_from_sugar_mills_bihar,ethanol_production_in_kilolitres,6,text,YES
ethanol_sugar_molasses_production_from_sugar_mills_bihar,molasses_production_in_lakh_quintals,7,text,YES
ethanol_sugar_molasses_production_from_sugar_mills_bihar,electricity_production_in_megawatts,8,text,YES
ethanol_sugar_molasses_production_from_sugar_mills_bihar,operational_duration_in_days,9,text,YES
ethanol_sugar_molasses_production_from_sugar_mills_bihar,date_of_start_of_crushing_season,10,text,YES
ethanol_sugar_molasses_production_from_sugar_mills_bihar,date_of_closure_of_crushing_season,11,text,YES
ethanol_sugar_molasses_production_from_sugar_mills_bihar,year,12,text,YES
ethanol_sugar_molasses_production_from_sugar_mills_bihar,state,13,text,YES
expected_area_of_crop_irrigation_yearwise,sector_name,1,varchar(255),YES
expected_area_of_crop_irrigation_yearwise,sector_id,2,varchar(255),YES
expected_area_of_crop_irrigation_yearwise,focus_area,3,varchar(255),YES
expected_area_of_crop_irrigation_yearwise,crop_name,4,varchar(255),YES
expected_area_of_crop_irrigation_yearwise,year,5,varchar(255),YES
expected_area_of_crop_irrigation_yearwise,duty_of_crop,6,varchar(255),YES
expected_area_of_crop_irrigation_yearwise,crop_unit,7,varchar(255),YES
expected_area_of_crop_irrigation_yearwise,source,8,varchar(255),YES
faculty_attendees_course_wise_details,course_name,1,text,YES
faculty_attendees_course_wise_details,course_start_date,2,text,YES
faculty_attendees_course_wise_details,course_end_date,3,text,YES
faculty_attendees_course_wise_details,subject_name,4,text,YES
faculty_attendees_course_wise_details,faculty_name,5,text,YES
faculty_attendees_course_wise_details,state_name,6,text,YES
faculty_attendees_course_wise_details,focus_area,7,text,YES
faculty_attendees_course_wise_details,course_duration_days,8,text,YES
faculty_feedback_course_wise_details,course_name,1,text,YES
faculty_feedback_course_wise_details,course_start_date,2,text,YES
faculty_feedback_course_wise_details,course_end_date,3,text,YES
faculty_feedback_course_wise_details,group_name,4,text,YES
faculty_feedback_course_wise_details,faculty_name,5,text,YES
faculty_feedback_course_wise_details,subject_name,6,text,YES
faculty_feedback_course_wise_details,session_handled,7,text,YES
faculty_feedback_course_wise_details,subject_knowledge,8,text,YES
faculty_feedback_course_wise_details,communication,9,text,YES
faculty_feedback_course_wise_details,methodology,10,text,YES
faculty_feedback_course_wise_details,interaction,11,text,YES
faculty_feedback_course_wise_details,question_handling,12,text,YES
faculty_feedback_course_wise_details,overall_ratings,13,text,YES
faculty_feedback_course_wise_details,course_duration_days,14,text,YES
faculty_feedback_course_wise_details,focus_area,15,text,YES
faculty_feedback_course_wise_details,Feedback_date,16,text,YES
faculty_feedback_course_wise_details,state_name,17,text,YES
farmers_under_vegfed_scheme_block_wise_category_wise,focus_area,1,text,YES
farmers_under_vegfed_scheme_block_wise_category_wise,year,2,text,YES
farmers_under_vegfed_scheme_block_wise_category_wise,state_name,3,text,YES
farmers_under_vegfed_scheme_block_wise_category_wise,block_name,4,text,YES
farmers_under_vegfed_scheme_block_wise_category_wise,district_name,5,text,YES
farmers_under_vegfed_scheme_block_wise_category_wise,category_name,6,text,YES
farmers_under_vegfed_scheme_block_wise_category_wise,number_of_registred_farmers,7,text,YES
fertilizer_consumption_year_wise,year,1,text,YES
fertilizer_consumption_year_wise,state_name,2,text,YES
fertilizer_consumption_year_wise,focus_area,3,text,YES
fertilizer_consumption_year_wise,urea_metric_tons,4,text,YES
fertilizer_consumption_year_wise,dap_metric_tons,5,text,YES
fertilizer_consumption_year_wise,mop_metric_tons,6,text,YES
fertilizer_consumption_year_wise,ssp_metric_tons,7,text,YES
fertilizer_consumption_year_wise,ammonium_sulphate_metric_tons,8,text,YES
fertilizer_consumption_year_wise,total_metric_tons,9,text,YES
fertilizer_consumption_year_wise,fertilizer_consumption_per_hectare_in_kg,10,text,YES
fisheries_water_bodies_district_wise_year_wise,state_name,1,text,YES
fisheries_water_bodies_district_wise_year_wise,focus_area,2,text,YES
fisheries_water_bodies_district_wise_year_wise,year,3,text,YES
fisheries_water_bodies_district_wise_year_wise,district,4,text,YES
fisheries_water_bodies_district_wise_year_wise,name_of_owner,5,text,YES
fisheries_water_bodies_district_wise_year_wise,name_of_entity,6,text,YES
flood_preparedness_scorecard_block_wise_district_wise,state,1,text,YES
flood_preparedness_scorecard_block_wise_district_wise,focus_area,2,text,YES
flood_preparedness_scorecard_block_wise_district_wise,year,3,text,YES
flood_preparedness_scorecard_block_wise_district_wise,district_name,4,text,YES
flood_preparedness_scorecard_block_wise_district_wise,block_name,5,text,YES
flood_preparedness_scorecard_block_wise_district_wise,total_panchayats_in_the_block,6,text,YES
flood_preparedness_scorecard_block_wise_district_wise,total_flood_prone_panchayats_in_the_block,7,text,YES
flood_preparedness_scorecard_block_wise_district_wise,total_villages_in_the_block,8,text,YES
flood_preparedness_scorecard_block_wise_district_wise,total_flood_prone_villages_in_the_block,9,text,YES
flood_preparedness_scorecard_block_wise_district_wise,total_no_of_urban_bodies_in_the_block,10,text,YES
flood_preparedness_scorecard_block_wise_district_wise,total_flood_prone_urban_bodies_in_the_block,11,text,YES
flood_preparedness_scorecard_block_wise_district_wise,total_no_of_urban_wards_in_the_block,12,text,YES
flood_preparedness_scorecard_block_wise_district_wise,total_flood_prone_urban_wards_in_the_block,13,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_rain_gauge_machines_available_in_the_block,14,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_rain_gauge_machines_that_need_repair_in_the_block,15,text,YES
flood_preparedness_scorecard_block_wise_district_wise,percentage_of_rain_gauge_machines_that_are_functional,16,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_boats_required_in_the_block,17,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_boats_with_private_boat_owners_in_the_block,18,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_government_boats_available_in_the_block,19,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_government_boats_to_be_repaired_in_the_block,20,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_government_and_private_boats_ready_for_the_deployment,21,text,YES
flood_preparedness_scorecard_block_wise_district_wise,percentage_of_government_and_private_boats_available,22,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_boat_owners_in_the_blocks_with_outstanding_payments,23,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_generator_sets_available,24,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_government_supplied_life_jackets_in_the_block,25,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_government_supplied_life_jackets_in_in_the_block,26,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_government_supplied_mahajals_available_in_the_block,27,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_government_supplied_tents_available_in_the_block,28,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_government_supplied_tents_in_the_block,29,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_sites_setting_up_cattle_camps,30,text,YES
flood_preparedness_scorecard_block_wise_district_wise,identification_of_localized_godowns,31,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_teams_constituted_in_the_blocks_for_search_and_rescue,32,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_trained_divers_gotakhor_available_in_the_block,33,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_sites_in_the_block_use_as_safe_shelter,34,text,YES
flood_preparedness_scorecard_block_wise_district_wise,safe_shelter_sites_having_lights_potable_water_separate_toilets,35,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_sites_in_the_block_for_setting_up_mega_camps,36,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_sites_setting_up_community_kitchen,37,text,YES
flood_preparedness_scorecard_block_wise_district_wise,locations_in_the_block_deployment_of_boats_life_jackets,38,text,YES
flood_preparedness_scorecard_block_wise_district_wise,people_trained_in_search_rescue_relief_operations,39,text,YES
flood_preparedness_scorecard_block_wise_district_wise,percentage_of_household_list_verified_by_designated_officers,40,text,YES
flood_preparedness_scorecard_block_wise_district_wise,percentage_of_aadhar_card_seeding_completed_against_household,41,text,YES
flood_preparedness_scorecard_block_wise_district_wise,number_of_households_as_per_the_updated_list,42,text,YES
flood_preparedness_scorecard_district_wise,state_name,1,text,YES
flood_preparedness_scorecard_district_wise,focus_area,2,text,YES
flood_preparedness_scorecard_district_wise,year,3,text,YES
flood_preparedness_scorecard_district_wise,district_name,4,text,YES
flood_preparedness_scorecard_district_wise,government_supplied_inflatable_lighting_system,5,text,YES
flood_preparedness_scorecard_district_wise,government_supplied_inflatable_lighting_system_need_repairing,6,text,YES
flood_preparedness_scorecard_district_wise,government_supplied_inflatable_lighting_system_for_deployment,7,text,YES
flood_preparedness_scorecard_district_wise,government_supplied_gps_sets,8,text,YES
flood_preparedness_scorecard_district_wise,government_supplied_satellite_phone,9,text,YES
flood_preparedness_scorecard_district_wise,government_supplied_functional_satellite_phone,10,text,YES
flood_preparedness_scorecard_district_wise,places_identified_for_packaging_dry_ration_packets,11,text,YES
flood_preparedness_scorecard_district_wise,total_estimated_polythene_sheets_required,12,text,YES
flood_preparedness_scorecard_district_wise,total_polythene_sheets_available,13,text,YES
flood_preparedness_scorecard_district_wise,polythene_sheets_available_in_good_condition_in_the_district,14,text,YES
flood_preparedness_scorecard_district_wise,percentage_of_polythene_sheets_in_good_condition,15,text,YES
flood_preparedness_scorecard_district_wise,whether_ndrf_sdrf_has_been_deployed_in_the_district,16,text,YES
flood_preparedness_scorecard_district_wise,awareness_campaign_mock_drills_conducted_by_ndrf_sdrf,17,text,YES
flood_preparedness_scorecard_district_wise,government_supplied_gps_sets_need_repairing,18,text,YES
flood_preparedness_scorecard_district_wise,sites_identified_for_setting_up_cattle_camps_and_arrangement,19,text,YES
flood_preparedness_scorecard_district_wise,updated_household_list_verified_by_officers,20,text,YES
flood_preparedness_scorecard_district_wise,percentage_of_aadhar_card_number_seeding_completed,21,text,YES
flood_preparedness_scorecard_district_wise,places_identified_for_packaging_of_dry_ration_packets,22,text,YES
flood_preparedness_scorecard_district_wise,boats_for_which_agreement_with_private_boat_owners_has_been_made,23,text,YES
flood_preparedness_scorecard_district_wise,percentage_of_boats_government_private_available,24,text,YES
flood_preparedness_scorecard_district_wise,satellite_phone_need_repairing,25,text,YES
ganja_bhang_seized_arrests_made_district_wise_year_wise,state_name,1,text,YES
ganja_bhang_seized_arrests_made_district_wise_year_wise,focus_area,2,text,YES
ganja_bhang_seized_arrests_made_district_wise_year_wise,district_name,3,text,YES
ganja_bhang_seized_arrests_made_district_wise_year_wise,year,4,text,YES
ganja_bhang_seized_arrests_made_district_wise_year_wise,cases_registered,5,text,YES
ganja_bhang_seized_arrests_made_district_wise_year_wise,number_of_arrests,6,text,YES
ganja_bhang_seized_arrests_made_district_wise_year_wise,seized_ganja_in_kgs,7,text,YES
ganja_bhang_seized_arrests_made_district_wise_year_wise,seized_charas_in_kgs,8,text,YES
ganja_bhang_seized_arrests_made_district_wise_year_wise,seized_afeem_in_kgs,9,text,YES
ganja_bhang_seized_arrests_made_district_wise_year_wise,seized_heroine_in_kgs,10,text,YES
ganja_bhang_seized_arrests_made_district_wise_year_wise,seized_bhaang_in_kgs,11,text,YES
ganja_bhang_seized_arrests_made_district_wise_year_wise,seized_cough_syrup_in_kgs,12,text,YES
gap_in_entry_target_pmay_scheme,district_name,1,text,YES
gap_in_entry_target_pmay_scheme,year,2,text,YES
gap_in_entry_target_pmay_scheme,block_name,3,text,YES
gap_in_entry_target_pmay_scheme,total_number_of_targets,4,text,YES
gap_in_entry_target_pmay_scheme,number_of_targets_yet_to_be_entered,5,text,YES
gap_in_entry_target_pmay_scheme,state_name,6,text,YES
gap_in_entry_target_pmay_scheme,focus_area,7,text,YES
gramin_tola_sampark_nischay_yojana_targets_and_achievements,state_name,1,text,YES
gramin_tola_sampark_nischay_yojana_targets_and_achievements,year,2,text,YES
gramin_tola_sampark_nischay_yojana_targets_and_achievements,district_name,3,text,YES
gramin_tola_sampark_nischay_yojana_targets_and_achievements,focus_area,4,text,YES
gramin_tola_sampark_nischay_yojana_targets_and_achievements,scheme_name,5,text,YES
gramin_tola_sampark_nischay_yojana_targets_and_achievements,target_number_of_projects_for_connecting_settlement_to_roads,6,text,YES
gramin_tola_sampark_nischay_yojana_targets_and_achievements,target_length_for_connecting_settlement_to_roads_in_kms,7,text,YES
gramin_tola_sampark_nischay_yojana_targets_and_achievements,existing_number_of_projects_connecting_settlement_to_roads,8,text,YES
gramin_tola_sampark_nischay_yojana_targets_and_achievements,length_of_existing_roads_connecting_to_settlements_in_kms,9,text,YES
gramin_tola_sampark_nischay_yojana_targets_and_achievements,number_of_projects_in_process_to_connect_settlement_to_roads,10,text,YES
gramin_tola_sampark_nischay_yojana_targets_and_achievements,length_of_roads_in_process_to_connect_to_settlements_in_kms,11,text,YES
gramin_tola_sampark_nischay_yojana_targets_and_achievements,target_length_of_roads_for_connecting_to_settlements_in_kms,12,text,YES
gramin_tola_sampark_nischay_yojana_targets_and_achievements,total_number_of_achieved_projects,13,text,YES
gramin_tola_sampark_nischay_yojana_targets_and_achievements,road_length_achieved_in_km,14,text,YES
growth_in_per_capita_electricity_year_wise,focus_area,1,text,YES
growth_in_per_capita_electricity_year_wise,state,2,text,YES
growth_in_per_capita_electricity_year_wise,year,3,text,YES
growth_in_per_capita_electricity_year_wise,per_capita_consumption_in_unit,4,text,YES
growth_of_electricity_consumers_year_wise,focus_area,1,text,YES
growth_of_electricity_consumers_year_wise,state,2,text,YES
growth_of_electricity_consumers_year_wise,year,3,text,YES
growth_of_electricity_consumers_year_wise,number_of_consumer_in_lakhs,4,text,YES
handpumps_in_bihar_year_wise_district_wise_division_wise,focus_area,1,text,YES
handpumps_in_bihar_year_wise_district_wise_division_wise,state_name,2,text,YES
handpumps_in_bihar_year_wise_district_wise_division_wise,year,3,text,YES
handpumps_in_bihar_year_wise_district_wise_division_wise,division_name,4,text,YES
handpumps_in_bihar_year_wise_district_wise_division_wise,district_name,5,text,YES
